result,rival_0_wins,rival_0_losses,rival_0_tier,rival_0_league_points,rival_0_champion_level,rival_0_champion_experience,rival_1_wins,rival_1_losses,rival_1_tier,rival_1_league_points,rival_1_champion_level,rival_1_champion_experience,rival_2_wins,rival_2_losses,rival_2_tier,rival_2_league_points,rival_2_champion_level,rival_2_champion_experience,rival_3_wins,rival_3_losses,rival_3_tier,rival_3_league_points,rival_3_champion_level,rival_3_champion_experience,rival_4_wins,rival_4_losses,rival_4_tier,rival_4_league_points,rival_4_champion_level,rival_4_champion_experience,ally_0_wins,ally_0_losses,ally_0_tier,ally_0_league_points,ally_0_champion_level,ally_0_champion_experience,ally_1_wins,ally_1_losses,ally_1_tier,ally_1_league_points,ally_1_champion_level,ally_1_champion_experience,main_player_win,main_player_losses,main_player_tier,main_player_league_points,main_player_champion_level,main_player_champion_experience,ally_2_wins,ally_2_losses,ally_2_tier,ally_2_league_points,ally_2_champion_level,ally_2_champion_experience,ally_3_wins,ally_3_losses,ally_3_tier,ally_3_league_points,ally_3_champion_level,ally_3_champion_experience
0,449,429,BRONZE_III,51,12,9532,140,140,BRONZE_I,5,10,6888,396,387,BRONZE_II,91,12,8590,87,92,BRONZE_III,75,9,6044,29,42,BRONZE_III,60,9,5838,18,21,BRONZE_I,44,14,12270,32,39,BRONZE_III,70,12,9727,63,70,BRONZE_I,100,13,10928,125,134,BRONZE_I,18,12,8761,34,42,BRONZE_I,18,11,7454
0,24,34,BRONZE_III,11,14,12287,11,5,SILVER_IV,1,14,12183,89,98,BRONZE_IV,43,13,10531,87,92,BRONZE_III,75,3,677,282,317,BRONZE_III,29,13,10393,522,518,BRONZE_II,78,14,12413,82,113,IRON_II,41,12,9876,53,66,SILVER_IV,24,14,11673,91,101,BRONZE_III,92,11,8383,9,19,BRONZE_III,78,11,7699
0,282,317,BRONZE_III,29,18,19430,178,188,BRONZE_IV,21,18,24751,42,38,SILVER_III,37,18,20395,87,92,BRONZE_III,75,18,18558,19,9,SILVER_II,1,17,17719,4,11,BRONZE_III,52,18,26737,24,41,BRONZE_II,28,18,23497,3,9,BRONZE_III,33,18,24957,11,9,BRONZE_III,96,18,24226,50,57,BRONZE_IV,37,18,22251
0,30,39,BRONZE_II,15,11,8454,184,201,BRONZE_III,59,11,7752,112,124,BRONZE_I,29,11,7685,87,92,BRONZE_III,75,11,7746,185,181,SILVER_IV,0,10,6599,67,60,SILVER_IV,43,13,10915,103,128,SILVER_IV,13,12,9865,196,198,BRONZE_III,14,12,9257,422,429,SILVER_IV,1,10,7169,146,142,BRONZE_I,3,12,9112
1,540,574,BRONZE_IV,44,15,13898,97,111,BRONZE_I,49,14,12970,214,211,SILVER_IV,0,14,12935,87,92,BRONZE_III,75,14,11741,28,34,BRONZE_II,40,13,11132,127,131,BRONZE_I,24,14,11585,252,236,SILVER_III,27,13,10009,103,112,BRONZE_I,44,15,13584,725,744,BRONZE_I,33,12,8865,68,90,BRONZE_I,10,11,7804
1,340,325,SILVER_IV,0,16,15963,47,55,BRONZE_III,32,14,12931,42,47,BRONZE_III,0,16,15856,129,123,BRONZE_III,75,14,11475,320,324,BRONZE_IV,6,14,12899,44,52,BRONZE_IV,62,15,13865,214,200,BRONZE_II,35,14,12309,104,121,BRONZE_IV,28,14,11889,208,203,BRONZE_II,4,12,9669,152,148,BRONZE_II,0,11,8225
1,4,8,IRON_I,25,17,18279,47,55,BRONZE_III,32,17,17576,16,20,BRONZE_III,67,18,18885,277,261,SILVER_IV,17,16,14885,21,22,BRONZE_IV,75,15,13852,275,279,BRONZE_III,42,17,17479,7,13,BRONZE_IV,0,14,12941,251,278,BRONZE_IV,16,16,15972,251,278,BRONZE_IV,16,14,12842,122,133,BRONZE_III,60,14,12303
0,191,191,BRONZE_I,42,14,12317,47,55,BRONZE_III,32,12,9145,25,38,IRON_IV,73,14,11740,33,41,BRONZE_III,18,11,8131,33,41,BRONZE_III,18,11,8246,102,92,SILVER_IV,14,14,12088,362,377,BRONZE_III,0,13,10907,38,66,BRONZE_IV,66,15,13746,243,256,BRONZE_I,28,14,12468,49,91,BRONZE_IV,0,12,9188
0,111,127,BRONZE_III,10,18,20241,47,55,BRONZE_III,32,15,14352,170,175,BRONZE_III,15,15,13315,68,100,BRONZE_IV,0,16,15512,46,90,IRON_IV,54,16,15060,92,99,BRONZE_III,19,18,18469,113,120,BRONZE_III,31,17,17506,97,102,BRONZE_II,67,18,22509,78,83,BRONZE_IV,75,16,15546,206,217,BRONZE_II,0,16,14735
0,93,92,SILVER_IV,69,17,18006,47,55,BRONZE_III,32,17,18299,217,183,SILVER_III,22,18,19029,49,47,BRONZE_II,0,17,16748,95,99,BRONZE_II,60,16,14873,265,274,BRONZE_I,69,18,20424,43,41,BRONZE_I,23,18,21688,190,200,BRONZE_II,64,17,17576,86,98,SILVER_IV,0,17,17334,110,126,BRONZE_I,44,18,19480
0,78,120,BRONZE_II,43,10,6939,47,55,BRONZE_III,32,8,4860,118,111,BRONZE_II,0,9,5042,27,26,BRONZE_I,0,10,6413,36,25,SILVER_III,31,8,4221,116,117,SILVER_IV,75,11,7901,108,134,BRONZE_III,28,9,5476,35,37,SILVER_IV,33,11,7725,103,118,BRONZE_I,17,9,5095,388,399,SILVER_IV,0,7,3810
1,195,196,BRONZE_III,49,17,17145,47,55,BRONZE_III,32,18,20790,110,115,BRONZE_IV,19,18,18566,663,682,BRONZE_III,62,16,15717,50,61,BRONZE_III,48,17,16727,57,91,IRON_III,13,15,14311,69,97,IRON_III,32,15,14453,123,137,BRONZE_IV,62,17,18003,127,143,BRONZE_III,43,15,13882,215,172,SILVER_IV,30,16,15034
0,17,25,BRONZE_III,91,13,11234,36,25,BRONZE_II,10,10,6703,29,27,BRONZE_III,24,12,9755,16,26,BRONZE_IV,15,10,7173,16,26,BRONZE_IV,15,9,5348,16,26,BRONZE_IV,15,12,9715,170,155,PLATINUM_IV,59,13,11421,86,66,GOLD_IV,0,13,10776,155,164,SILVER_II,75,12,9467,229,245,IRON_I,0,10,6880
0,36,25,BRONZE_II,10,12,9951,36,25,BRONZE_II,10,13,10689,29,27,BRONZE_III,24,14,12125,17,25,BRONZE_III,91,11,7935,16,26,BRONZE_IV,15,10,6527,145,118,SILVER_III,37,13,10257,64,94,BRONZE_IV,12,13,10072,135,141,BRONZE_II,32,12,9075,345,342,GOLD_III,15,14,12725,200,205,SILVER_II,37,12,8781
0,57,48,SILVER_III,46,13,11315,57,48,SILVER_III,46,12,9414,29,27,BRONZE_III,24,14,11498,17,25,BRONZE_III,91,12,9854,16,26,BRONZE_IV,15,12,9597,2,11,BRONZE_IV,75,13,10862,101,123,IRON_IV,50,14,11671,70,74,SILVER_I,1,15,13503,48,38,GOLD_IV,1,17,16841,106,85,GOLD_IV,0,12,9575
0,29,27,BRONZE_III,24,11,8046,57,48,SILVER_III,46,13,11167,29,27,BRONZE_III,24,12,8851,17,25,BRONZE_III,91,13,10045,16,26,BRONZE_IV,15,10,7097,259,258,SILVER_I,6,14,12565,7,10,SILVER_III,51,13,11032,9,21,BRONZE_II,0,14,11441,183,176,GOLD_IV,0,13,10531,183,176,GOLD_IV,0,12,9629
0,64,61,BRONZE_II,24,10,6413,259,244,SILVER_IV,1,9,5781,29,27,BRONZE_III,24,9,5219,80,82,BRONZE_II,45,11,7761,175,167,SILVER_IV,37,8,4802,185,175,BRONZE_II,88,12,9442,13,13,BRONZE_III,75,10,6866,55,45,SILVER_IV,53,12,8763,354,353,BRONZE_III,82,11,7704,271,281,BRONZE_II,10,9,6069
0,121,145,BRONZE_IV,2,17,17824,317,277,BRONZE_III,62,16,15730,29,27,BRONZE_III,24,16,14810,217,199,SILVER_III,20,15,13745,296,327,BRONZE_III,36,16,14757,144,148,BRONZE_I,15,17,17695,191,188,SILVER_IV,43,17,18100,155,142,BRONZE_II,55,18,19545,352,360,BRONZE_III,22,16,15714,243,228,SILVER_IV,9,16,15384
0,37,32,BRONZE_II,4,12,9412,19,23,BRONZE_III,93,9,5056,29,27,BRONZE_III,24,8,4369,200,204,BRONZE_II,87,11,8519,15,14,BRONZE_III,18,9,5520,68,60,BRONZE_I,99,12,8686,45,40,BRONZE_I,52,11,7541,440,445,BRONZE_III,77,12,9544,338,337,SILVER_II,51,11,8444,247,254,IRON_I,50,10,7001
0,71,94,IRON_I,0,12,9115,28,35,SILVER_IV,21,13,10868,69,43,GOLD_IV,54,14,12029,5,7,IRON_I,44,12,9019,5,6,BRONZE_III,26,11,7989,49,54,BRONZE_III,7,13,10895,34,23,SILVER_IV,1,14,11906,201,177,SILVER_I,23,14,11936,201,177,SILVER_I,23,14,11771,28,36,BRONZE_II,64,12,9420
1,11,8,BRONZE_III,0,14,11511,238,202,GOLD_IV,75,13,11129,41,49,SILVER_III,19,14,11678,15,28,IRON_I,73,12,9691,5,6,BRONZE_III,26,11,7871,49,50,SILVER_IV,42,11,8503,94,96,BRONZE_IV,89,10,6869,94,96,BRONZE_IV,89,11,8186,115,127,BRONZE_IV,20,11,8349,8,5,BRONZE_II,1,11,7328
0,26,35,SILVER_IV,81,12,9922,11,7,SILVER_II,65,11,7965,69,52,GOLD_III,22,11,8283,70,73,SILVER_II,3,12,9112,5,6,BRONZE_III,26,10,6453,12,8,SILVER_I,11,13,11284,82,79,GOLD_III,6,12,8811,6,7,SILVER_III,59,13,11117,131,106,SILVER_III,39,10,6551,53,54,SILVER_I,7,10,6172
0,8,6,BRONZE_I,4,11,7908,11,7,SILVER_II,65,12,8841,69,76,SILVER_IV,70,10,7232,5,7,BRONZE_I,9,10,6385,5,6,BRONZE_III,26,10,6738,17,23,BRONZE_I,18,11,8106,41,42,SILVER_II,82,12,9383,9,10,SILVER_IV,0,12,8817,46,62,SILVER_III,42,12,8617,140,144,SILVER_I,27,11,8253
0,5,6,BRONZE_III,26,14,12793,11,7,SILVER_II,65,15,13540,5,10,IRON_I,89,15,13039,6,7,SILVER_I,18,16,15714,5,6,BRONZE_III,26,13,11047,11,21,SILVER_III,75,16,14864,33,21,SILVER_I,95,16,15790,42,34,SILVER_II,35,16,15851,28,28,GOLD_III,75,15,14428,273,263,SILVER_III,5,14,12665
0,36,42,SILVER_II,75,10,6900,11,7,SILVER_II,65,15,13464,61,41,GOLD_II,24,15,14615,57,44,GOLD_III,53,14,12043,5,6,BRONZE_III,26,13,10133,14,18,SILVER_I,38,17,18138,150,151,GOLD_IV,32,14,12996,49,88,SILVER_IV,75,15,13409,78,62,GOLD_IV,16,14,12516,61,54,GOLD_IV,34,13,10828
1,212,176,PLATINUM_IV,32,12,9793,11,7,SILVER_II,65,13,10523,15,9,SILVER_I,5,13,10005,40,36,SILVER_I,81,12,8601,5,6,BRONZE_III,26,11,7818,20,15,SILVER_I,54,13,10097,14,10,SILVER_IV,19,11,8333,50,64,SILVER_III,63,13,10760,48,52,SILVER_II,0,10,7105,28,23,SILVER_I,78,9,5304
1,96,88,BRONZE_IV,58,18,18614,313,323,BRONZE_II,0,16,15496,35,39,BRONZE_IV,67,17,17649,188,169,BRONZE_III,54,16,16250,18,32,BRONZE_III,13,15,14124,35,46,BRONZE_III,49,18,21500,109,118,BRONZE_III,12,18,19260,234,236,BRONZE_III,29,17,17685,63,59,BRONZE_III,55,15,14338,99,112,BRONZE_III,54,16,15684
0,560,513,BRONZE_II,6,16,14957,23,18,BRONZE_IV,25,16,15175,191,163,BRONZE_III,82,16,15405,117,120,BRONZE_II,5,14,12270,350,323,BRONZE_III,86,14,12355,20,36,BRONZE_III,0,13,11095,166,175,BRONZE_III,27,12,9798,186,167,BRONZE_III,68,14,12092,63,59,BRONZE_III,55,14,11577,314,317,BRONZE_III,38,12,9552
1,117,131,BRONZE_III,27,15,13739,7,5,BRONZE_IV,10,16,15704,238,254,BRONZE_III,22,15,13227,81,89,BRONZE_III,0,16,15068,99,122,BRONZE_III,32,15,13094,59,88,BRONZE_III,72,18,20103,22,25,BRONZE_III,5,17,17824,54,64,BRONZE_III,0,17,18120,63,59,BRONZE_III,55,16,16292,27,31,BRONZE_IV,73,15,13159
0,364,357,BRONZE_III,68,17,16593,211,176,BRONZE_II,42,18,18725,287,279,BRONZE_III,52,15,14038,161,154,BRONZE_III,95,17,16906,137,134,BRONZE_III,16,14,12260,190,213,BRONZE_III,35,16,14760,31,42,BRONZE_III,57,15,13768,226,220,BRONZE_III,59,16,15379,63,59,BRONZE_III,55,15,13241,39,41,BRONZE_III,22,13,11171
0,115,117,BRONZE_II,31,18,24949,8,14,BRONZE_II,78,18,24347,32,47,BRONZE_III,46,18,18417,183,182,BRONZE_III,29,18,19886,79,91,BRONZE_II,0,17,17566,180,158,BRONZE_IV,7,16,16371,274,284,BRONZE_I,4,18,19732,180,141,SILVER_IV,14,18,20406,63,59,BRONZE_III,55,17,18286,397,374,BRONZE_IV,65,16,15767
1,33,26,BRONZE_IV,0,17,17149,2,13,IRON_I,73,15,14384,18,21,BRONZE_III,10,16,15942,279,317,BRONZE_IV,46,12,9943,146,160,BRONZE_III,75,15,13171,262,286,BRONZE_IV,75,17,17383,262,286,BRONZE_IV,75,17,17638,46,64,BRONZE_I,22,17,18311,63,59,BRONZE_III,55,15,13611,267,266,BRONZE_III,46,15,13249
1,90,111,BRONZE_IV,0,13,11176,92,63,BRONZE_II,38,10,6508,104,132,BRONZE_IV,49,13,10136,324,325,BRONZE_III,55,12,9844,63,81,BRONZE_I,69,11,7785,106,108,BRONZE_III,29,13,10854,17,14,BRONZE_IV,78,13,10801,26,37,BRONZE_III,58,15,13324,63,59,BRONZE_III,55,13,11151,15,13,BRONZE_IV,1,14,11579
0,27,44,BRONZE_III,0,12,8956,160,160,BRONZE_III,2,16,16231,160,154,SILVER_IV,38,16,16395,262,268,SILVER_IV,5,16,15132,557,546,SILVER_IV,3,15,13732,90,77,BRONZE_I,83,16,16431,155,149,BRONZE_IV,75,15,14162,60,52,SILVER_II,22,15,14462,153,164,BRONZE_I,22,14,11640,183,170,BRONZE_IV,54,14,12100
0,27,44,BRONZE_III,0,14,12702,103,121,SILVER_IV,10,14,12379,54,76,BRONZE_II,1,14,11709,101,98,SILVER_II,57,14,12541,91,88,SILVER_III,64,13,10594,158,149,SILVER_IV,0,18,18530,261,245,SILVER_IV,41,15,13726,516,517,SILVER_IV,36,15,13236,312,300,SILVER_II,0,13,10849,405,417,BRONZE_I,87,14,11807
1,27,44,BRONZE_III,0,15,14352,21,29,BRONZE_II,79,14,12520,345,326,BRONZE_IV,56,14,12648,79,80,BRONZE_II,16,13,11267,72,72,BRONZE_II,0,12,9698,58,56,BRONZE_II,39,15,14396,101,81,SILVER_III,0,13,10869,86,75,BRONZE_II,32,12,9170,10,30,IRON_I,11,14,11465,206,223,BRONZE_III,54,12,9201
1,27,44,BRONZE_III,0,13,10268,235,205,SILVER_III,79,13,10138,123,136,BRONZE_III,30,15,13793,199,203,SILVER_IV,10,13,11075,55,44,BRONZE_III,64,11,8075,139,135,BRONZE_I,43,13,11226,207,180,SILVER_III,39,11,7855,218,240,BRONZE_IV,91,13,10696,95,67,BRONZE_II,38,12,8820,57,48,BRONZE_IV,33,11,7522
1,27,44,BRONZE_III,0,18,19263,155,162,BRONZE_II,0,18,25170,284,304,BRONZE_IV,0,18,20063,115,109,BRONZE_II,82,18,22280,209,242,BRONZE_IV,1,18,21271,293,307,BRONZE_III,85,18,23268,109,128,BRONZE_III,42,16,16321,289,262,BRONZE_III,58,18,24744,59,52,BRONZE_III,35,15,13682,46,53,BRONZE_III,81,16,16383
0,27,44,BRONZE_III,0,15,14138,38,60,IRON_II,88,15,14512,142,106,BRONZE_III,75,15,13606,44,45,BRONZE_IV,16,15,13991,81,108,IRON_III,93,13,10713,99,86,SILVER_II,76,18,18848,15,12,IRON_I,100,17,17195,290,269,SILVER_II,6,16,16087,98,103,IRON_IV,0,15,13895,204,207,SILVER_IV,13,15,13483
1,27,44,BRONZE_III,0,14,11826,226,223,BRONZE_III,28,13,11226,212,205,BRONZE_IV,0,13,10052,202,183,SILVER_IV,2,14,11950,44,46,BRONZE_III,0,13,10260,331,305,SILVER_III,39,13,10966,142,162,BRONZE_IV,10,12,8681,250,268,BRONZE_III,90,11,7845,583,590,BRONZE_IV,39,11,7974,57,55,BRONZE_III,53,11,7692
1,46,51,BRONZE_II,47,15,14074,65,55,BRONZE_II,44,15,14568,75,89,BRONZE_III,63,16,15878,112,123,BRONZE_I,49,17,16534,99,111,BRONZE_II,41,16,15779,464,498,BRONZE_I,15,17,16665,44,45,BRONZE_II,75,18,18606,67,64,BRONZE_I,15,18,19409,170,165,BRONZE_I,37,14,12679,8,7,BRONZE_III,89,17,18304
0,90,96,BRONZE_I,75,14,11882,113,129,BRONZE_II,13,14,12202,143,126,BRONZE_I,7,12,9825,111,107,BRONZE_I,13,12,9844,368,357,BRONZE_I,84,12,9070,276,275,IRON_II,39,14,11899,92,104,BRONZE_II,0,12,8758,268,249,SILVER_IV,0,12,9715,191,207,BRONZE_III,12,11,7925,8,7,BRONZE_III,89,11,7800
1,60,89,BRONZE_III,70,13,11286,103,104,BRONZE_III,26,10,7106,49,49,BRONZE_IV,35,12,9024,129,136,SILVER_IV,0,11,8211,105,100,SILVER_IV,40,10,6868,19,26,BRONZE_II,75,13,10756,19,30,IRON_I,52,15,13185,79,83,BRONZE_II,15,13,10812,330,336,BRONZE_I,65,12,9189,8,7,BRONZE_III,89,12,9586
0,196,187,BRONZE_III,0,16,15164,42,41,SILVER_III,75,15,14179,21,23,BRONZE_II,50,14,12893,10,16,BRONZE_II,58,13,10414,21,23,BRONZE_I,27,13,11187,82,87,SILVER_II,14,14,12666,11,7,BRONZE_II,42,11,8526,16,22,IRON_I,57,11,8390,16,22,IRON_I,57,11,7400,8,7,BRONZE_III,89,13,10857
1,54,62,BRONZE_II,75,16,15064,6,10,BRONZE_II,1,13,10634,81,114,IRON_III,71,11,8200,2,8,BRONZE_IV,4,11,8567,2,8,BRONZE_IV,4,11,8097,68,87,SILVER_IV,0,15,13478,20,23,BRONZE_II,63,13,11252,41,50,BRONZE_I,18,14,11733,144,133,SILVER_III,51,14,11503,8,7,BRONZE_III,89,14,11878
1,9,15,IRON_I,100,11,7396,9,15,IRON_I,100,8,4541,29,42,BRONZE_III,1,10,6562,46,65,BRONZE_IV,27,8,4928,20,36,IRON_I,0,8,4863,185,187,IRON_III,40,11,7761,36,61,BRONZE_IV,6,9,5992,13,24,BRONZE_III,14,12,8873,18,22,BRONZE_II,54,9,5094,8,7,BRONZE_III,89,9,5623
1,8,7,BRONZE_III,89,12,8696,16,15,BRONZE_I,20,14,12496,7,4,BRONZE_IV,80,16,14770,52,80,BRONZE_IV,64,14,11636,4,9,IRON_I,65,12,8715,17,17,BRONZE_II,97,17,17480,195,179,SILVER_II,42,14,11779,119,120,IRON_I,81,12,9201,11,7,BRONZE_II,67,13,10372,8,7,BRONZE_III,89,13,11018
0,148,157,BRONZE_III,45,17,17418,288,292,SILVER_IV,11,17,17933,342,346,BRONZE_III,13,15,14434,214,227,BRONZE_I,0,16,16026,107,112,BRONZE_III,83,14,12309,88,75,BRONZE_II,44,16,16264,20,37,BRONZE_III,75,16,16357,99,98,SILVER_IV,45,15,13419,191,183,BRONZE_II,86,15,14494,159,135,BRONZE_II,91,14,12474
0,82,76,SILVER_II,89,18,18438,318,305,SILVER_IV,68,16,15797,31,28,BRONZE_II,66,17,17445,59,84,SILVER_IV,0,15,13610,352,358,SILVER_IV,0,13,10827,23,33,BRONZE_II,37,15,14482,20,37,BRONZE_III,75,14,11795,169,177,SILVER_IV,5,16,15720,97,97,SILVER_IV,76,14,11525,76,62,SILVER_III,42,14,12369
1,45,45,BRONZE_IV,33,16,15925,356,328,SILVER_IV,51,18,19838,17,22,BRONZE_IV,38,18,19232,492,455,SILVER_IV,72,18,19751,15,21,BRONZE_IV,92,15,13979,518,502,SILVER_IV,42,18,22719,20,37,BRONZE_III,75,16,16207,94,87,BRONZE_II,33,17,17567,119,91,SILVER_IV,0,15,14200,49,45,SILVER_IV,0,14,12260
0,62,42,BRONZE_II,85,15,14459,11,9,BRONZE_III,53,14,12556,403,390,SILVER_III,54,14,12094,114,95,BRONZE_I,55,13,10415,48,70,BRONZE_IV,68,11,7990,52,53,BRONZE_II,28,13,11388,20,37,BRONZE_III,75,13,10948,94,87,BRONZE_II,33,14,12390,492,455,SILVER_IV,72,13,11075,89,80,BRONZE_I,47,13,10750
0,220,215,BRONZE_II,24,16,14851,186,200,BRONZE_II,59,17,17336,183,181,BRONZE_II,70,18,21099,195,207,BRONZE_II,0,15,13829,349,356,SILVER_IV,0,14,11762,204,246,BRONZE_IV,26,14,12606,20,37,BRONZE_III,75,16,14873,243,228,SILVER_IV,9,16,15249,92,75,BRONZE_II,24,15,13574,136,134,SILVER_IV,0,14,12068
0,578,555,SILVER_IV,75,13,10908,210,242,BRONZE_IV,50,12,8651,298,283,SILVER_IV,17,12,8774,61,80,BRONZE_I,0,10,7087,13,16,IRON_I,41,11,7486,128,128,BRONZE_I,46,10,6429,20,37,BRONZE_III,75,9,5791,227,217,SILVER_IV,3,9,5190,90,104,BRONZE_III,1,9,6063,24,27,SILVER_III,43,9,5881
1,25,21,BRONZE_I,68,14,11554,72,76,BRONZE_II,34,15,13078,303,299,SILVER_IV,46,14,11525,20,24,IRON_I,14,13,10957,76,83,SILVER_IV,75,14,12958,885,878,SILVER_IV,0,16,15047,20,37,BRONZE_III,75,16,15417,342,336,BRONZE_II,42,15,14437,277,242,SILVER_II,11,16,15637,348,363,SILVER_IV,0,14,12185
0,106,114,BRONZE_I,16,18,19265,190,181,SILVER_IV,22,15,14235,84,91,BRONZE_II,26,15,14218,687,668,SILVER_III,73,15,13618,236,229,SILVER_III,6,14,11884,117,134,BRONZE_III,48,13,11202,179,175,BRONZE_II,41,13,10949,58,68,SILVER_II,3,15,14366,97,91,SILVER_II,35,13,10977,314,307,SILVER_II,28,13,10970
0,80,88,SILVER_IV,11,16,15467,138,142,BRONZE_II,60,15,13961,69,92,BRONZE_II,72,15,13847,405,394,SILVER_IV,52,14,11492,244,244,SILVER_IV,28,13,10830,117,134,BRONZE_III,48,13,10332,183,178,SILVER_IV,98,13,11215,58,68,SILVER_II,3,15,13094,113,131,BRONZE_III,75,14,12436,33,38,SILVER_IV,36,11,7717
1,27,25,BRONZE_I,33,15,13773,152,157,BRONZE_I,0,13,11364,31,33,SILVER_IV,60,15,14008,63,77,BRONZE_II,38,15,13076,92,101,SILVER_I,0,14,11849,117,134,BRONZE_III,48,16,15268,86,87,BRONZE_II,0,15,13440,58,68,SILVER_II,3,18,18636,155,144,SILVER_IV,70,14,12131,14,21,BRONZE_I,56,14,12802
0,62,75,BRONZE_II,52,17,17479,128,106,GOLD_III,17,16,15546,107,125,BRONZE_II,56,16,16036,297,331,SILVER_IV,11,15,14559,510,498,SILVER_IV,15,15,13473,117,134,BRONZE_III,48,14,12158,212,212,SILVER_IV,84,15,14266,58,68,SILVER_II,3,15,13687,115,123,SILVER_IV,0,14,11841,74,75,SILVER_IV,0,14,12372
0,28,23,SILVER_IV,38,16,15148,567,521,SILVER_IV,42,13,10435,9,13,BRONZE_I,94,14,12621,139,138,BRONZE_I,15,13,10898,73,91,BRONZE_III,0,11,7910,117,134,BRONZE_III,48,13,10772,53,83,BRONZE_II,71,13,10102,19,32,SILVER_III,6,13,11319,19,30,BRONZE_II,51,11,7596,21,26,BRONZE_II,44,10,7142
0,417,384,SILVER_IV,60,17,16942,24,38,BRONZE_III,30,15,13504,56,61,SILVER_IV,15,16,16188,199,202,BRONZE_II,35,16,15680,278,272,BRONZE_III,3,15,13259,117,134,BRONZE_III,48,15,13607,63,66,BRONZE_III,24,15,13679,79,67,BRONZE_II,50,15,13515,325,331,BRONZE_I,3,14,12607,275,261,SILVER_III,35,12,9636
1,17,25,SILVER_IV,44,16,15954,15,28,SILVER_IV,0,15,13723,124,122,SILVER_IV,38,14,12110,166,192,BRONZE_III,37,14,11645,232,236,BRONZE_II,5,13,10223,117,134,BRONZE_III,48,15,14394,323,348,SILVER_IV,0,16,15777,58,68,SILVER_II,3,17,16575,247,237,SILVER_II,53,16,14893,130,134,BRONZE_II,44,13,10501
0,226,218,SILVER_II,3,15,13929,337,319,SILVER_III,67,16,14954,110,95,SILVER_IV,57,15,13890,368,358,GOLD_IV,26,14,12773,262,267,SILVER_IV,0,13,10505,48,57,SILVER_IV,35,16,15557,73,74,SILVER_IV,62,14,11862,10,10,BRONZE_III,75,13,11343,96,94,SILVER_I,43,11,8103,47,49,BRONZE_III,74,11,8418
1,314,336,BRONZE_II,60,17,16998,89,96,SILVER_IV,0,17,17566,97,95,SILVER_III,58,17,17431,100,82,SILVER_IV,0,16,15061,247,248,SILVER_III,8,13,11437,107,149,BRONZE_III,75,16,16410,182,199,BRONZE_III,94,17,17077,96,94,SILVER_I,43,17,17321,404,406,SILVER_I,15,16,16088,47,49,BRONZE_III,74,16,15976
1,86,87,BRONZE_II,0,18,25023,95,99,SILVER_IV,0,18,20374,109,89,SILVER_I,37,18,26988,59,66,SILVER_IV,61,18,22586,78,67,BRONZE_II,54,18,21954,84,92,SILVER_IV,0,18,23089,130,136,SILVER_IV,13,18,22173,102,100,SILVER_III,39,18,23149,96,94,SILVER_I,43,18,22283,47,49,BRONZE_III,74,17,17506
1,15,11,SILVER_IV,24,16,15205,56,68,SILVER_II,11,15,13689,47,61,SILVER_IV,0,14,12029,44,51,SILVER_II,51,16,14965,112,131,BRONZE_IV,41,13,10581,272,273,GOLD_IV,30,16,15661,40,69,BRONZE_IV,81,17,18055,96,94,SILVER_I,43,17,17097,24,32,IRON_I,24,14,11489,47,49,BRONZE_III,74,16,16189
1,18,18,SILVER_IV,42,12,8942,18,18,SILVER_IV,42,10,6818,257,257,GOLD_IV,12,12,8812,235,236,SILVER_III,15,10,6369,235,236,SILVER_III,15,9,6073,272,273,GOLD_IV,30,14,12730,234,210,SILVER_II,78,12,9368,96,94,SILVER_I,43,11,8226,54,84,IRON_II,27,10,6687,47,49,BRONZE_III,74,11,8563
0,15,6,SILVER_IV,56,13,10177,79,68,GOLD_IV,57,13,11255,416,395,SILVER_III,19,13,10533,143,135,SILVER_III,48,13,10447,24,29,GOLD_IV,54,14,11741,272,273,GOLD_IV,30,13,10061,47,49,BRONZE_III,74,14,11484,96,94,SILVER_I,43,11,8516,15,6,SILVER_IV,56,9,5711,47,49,BRONZE_III,74,12,8773
1,219,251,SILVER_IV,86,13,10202,231,254,BRONZE_IV,0,11,7977,137,133,SILVER_II,13,11,7414,158,180,SILVER_III,60,11,8302,271,290,BRONZE_IV,34,10,6837,119,99,SILVER_IV,44,15,13084,288,293,SILVER_IV,0,14,12278,96,94,SILVER_I,43,14,11722,299,324,SILVER_III,0,12,9511,47,49,BRONZE_III,74,13,11264
0,282,266,SILVER_II,72,14,12169,435,490,SILVER_IV,20,14,11913,147,144,GOLD_IV,0,15,13133,435,443,GOLD_IV,0,13,11162,272,257,GOLD_II,13,15,13276,143,132,GOLD_III,14,14,12739,114,107,SILVER_IV,54,12,9887,182,172,GOLD_III,11,11,8322,6,6,BRONZE_III,55,11,7386,52,33,PLATINUM_III,37,14,12565
0,125,117,GOLD_II,75,16,16283,112,115,GOLD_III,21,15,13725,63,60,GOLD_IV,57,17,16700,19,20,BRONZE_III,47,18,18374,117,117,SILVER_II,38,18,23903,143,132,GOLD_III,14,17,17093,114,107,SILVER_IV,54,16,15828,182,172,GOLD_III,11,16,14777,6,6,BRONZE_III,55,14,11811,52,33,PLATINUM_III,37,16,15829
